State	Commodity	plantedAllPurposeAcres	harvestedAcres	cropYield	production	pricePerUnit	productionValueDollars
TEXAS	HAY & HAYLAGE	0	5190000	2.03 TONS / ACRE, DRY BASIS	10,519,000 TONS, DRY BASIS		1,459,600,000	
TEXAS	HAY & HAYLAGE, (EXCL ALFALFA)	0	5075000	1.96 TONS / ACRE, DRY BASIS	9,961,000 TONS, DRY BASIS		1,354,696,000	
TEXAS	HAY & HAYLAGE, ALFALFA	15000	115000	4.85 TONS / ACRE, DRY BASIS	558,000 TONS, DRY BASIS		104,904,000	
TEXAS	COTTON, UPLAND	6800000	3200000	686 LB / ACRE	4,570,000 480 LB BALES	0.623 $ / LB	1,373,904,000	
TEXAS	COTTON, COTTONSEED	0	0		1,448,000 TONS	187 $ / TON	269,841,000	
TEXAS	COTTON, PIMA	38000	31000	666 LB / ACRE	43,000 480 LB BALES	(D) $ / LB		
TEXAS	COTTON	6838000	3231000	685 LB / ACRE	4,613,000 480 LB BALES			
TEXAS	HAY	0	5010000	1.92 TONS / ACRE	9,604,000 TONS	146 $ / TON	1,334,172,000	
TEXAS	HAY, (EXCL ALFALFA)	0	4900000	1.85 TONS / ACRE	9,065,000 TONS	138 $ / TON	1,232,840,000	
TEXAS	HAY, ALFALFA	0	110000	4.9 TONS / ACRE	539,000 TONS	193 $ / TON	101,332,000	
TEXAS	CORN, GRAIN	0	1810000	128 BU / ACRE	231,680,000 BU	4.52 $ / BU	1,019,392,000	
TEXAS	CORN, SILAGE	0	270000	18 TONS / ACRE	4,860,000 TONS			
TEXAS	CORN	2250000	0					
TEXAS	SORGHUM, GRAIN	0	1500000	63 BU / ACRE	94,500,000 BU	7.57 $ / CWT	391,608,000	
TEXAS	SORGHUM, SILAGE	0	100000	12.5 TONS / ACRE	1,250,000 TONS			
TEXAS	SORGHUM	1800000	0					
TEXAS	WHEAT, WINTER	4900000	2050000	30 BU / ACRE	61,500,000 BU	5.12 $ / BU	313,650,000	
TEXAS	WHEAT	4900000	2050000	30 BU / ACRE	61,500,000 BU	5.12 $ / BU	313,650,000	
TEXAS	RICE	184000	179000	8,150 LB / ACRE	14,597,000 CWT	13.4 $ / CWT	195,600,000	
TEXAS	PEANUTS	190000	170000	2,850 LB / ACRE	484,500,000 LB	0.259 $ / LB	128,870,000	
TEXAS	POTATOES	15500	15300	465 CWT / ACRE	7,115,000 CWT	15.4 $ / CWT	109,571,000	
TEXAS	PECANS, UTILIZED, IN SHELL	0	0		42,600,000 LB		64,795,000	
TEXAS	PECANS	0	115000	370 LB / ACRE		1.52 $ / LB		
TEXAS	MELONS, WATERMELON	20000	19000	290 CWT / ACRE	5,510,000 CWT	11.2 $ / CWT	61,033,000	
TEXAS	MELONS, WATERMELON, UTILIZED	0	0		5,454,900 CWT			
TEXAS	MELONS, WATERMELON, PROCESSING	0	0			(D) $ / TON	(D)	
TEXAS	MELONS, WATERMELON, FRESH MARKET	0	0			(D) $ / CWT	(D)	
TEXAS	GRAPEFRUIT	0	16000	275 BOXES / ACRE	41,739,000 $, ON TREE EQUIV	11.01 $ / BOX, PHD EQUIV	48,471,000	
TEXAS	GRAPEFRUIT, UTILIZED	0	0		176,000 TONS			
TEXAS	GRAPEFRUIT, PROCESSING	0	0		94,000 TONS	(D) $ / BOX, PHD EQUIV	(D)	
TEXAS	GRAPEFRUIT, FRESH MARKET	0	0		82,000 TONS	(D) $ / BOX, PHD EQUIV	(D)	
TEXAS	CABBAGE	6500	6400	290 CWT / ACRE	1,856,000 CWT	22 $ / CWT	40,832,000	
TEXAS	CABBAGE, FRESH MARKET	0	0			22 $ / CWT	40,832,000	
TEXAS	CABBAGE, UTILIZED	0	0		1,856,000 CWT			
TEXAS	SOYBEANS	120000	110000	34 BU / ACRE	3,740,000 BU	9.1 $ / BU	33,473,000	
TEXAS	PUMPKINS	3800	3700	270 CWT / ACRE	999,000 CWT	26.3 $ / CWT	25,906,000	
TEXAS	PUMPKINS, FRESH MARKET	0	0			26.3 $ / CWT	25,906,000	
TEXAS	PUMPKINS, UTILIZED	0	0		985,000 CWT			
TEXAS	SUNFLOWER	63000	57000	1,403 LB / ACRE	79,980,000 LB	22.9 $ / CWT	18,329,000	
TEXAS	ORANGES	0	7800	172 BOXES / ACRE		12.25 $ / BOX, PHD EQUIV	16,415,000	
TEXAS	ORANGES, UTILIZED	0	0		57,000 TONS			
TEXAS	ORANGES, FRESH MARKET	0	0		42,000 TONS		(D)	
TEXAS	ORANGES, PROCESSING	0	0		15,000 TONS		(D)	
TEXAS	OATS	470000	60000	45 BU / ACRE	2,700,000 BU	4.17 $ / BU	11,070,000	
TEXAS	CUCUMBERS	5800	5700	83 CWT / ACRE	473,100 CWT	19.6 $ / CWT	9,267,000	
TEXAS	CUCUMBERS, PROCESSING	0	0			350 $ / TON	7,840,000	
TEXAS	CUCUMBERS, FRESH MARKET	0	0			58 $ / CWT	1,427,000	
TEXAS	CUCUMBERS, UTILIZED	0	0		472,600 CWT			
TEXAS	SPINACH	2200	2100	136 CWT / ACRE	285,600 CWT	19.2 $ / CWT	5,485,000	
TEXAS	SPINACH, UTILIZED	0	0		285,600 CWT			
TEXAS	SPINACH, FRESH MARKET	0	0			(D) $ / CWT	(D)	
TEXAS	SPINACH, PROCESSING	0	0			(D) $ / TON	(D)	
TEXAS	SUGARCANE, SUGAR	0	33400	31.5 TONS / ACRE	1,052,000 TONS			
TEXAS	SUGARCANE, SUGAR & SEED	0	35900	31.7 TONS / ACRE	1,138,000 TONS			
TEXAS	SUGARCANE, SEED	0	2500	34.3 TONS / ACRE	86,000 TONS			
TEXAS	FOLIAGE PLANTS, INDOOR USE, POTS	0	0					
TEXAS	FOLIAGE PLANTS, INDOOR USE	0	0					
TEXAS	CUT FLOWERS	0	0					
TEXAS	PROPAGATIVE MATERIAL, FLORICULTURE	0	0					
TEXAS	BEDDING PLANTS, ANNUAL	0	0					
TEXAS	FLOWERING PLANTS, POTTED, INDOOR USE	0	0					
TEXAS	BEDDING PLANTS, HERBACEOUS PERENNIAL, POTS	0	0					
TEXAS	MUSHROOMS, AGARICUS	0	0		42,234,000 LB			
TEXAS	HAYLAGE, ALFALFA	0	5000	7.5 TONS / ACRE	38,000 TONS			
TEXAS	HAYLAGE	0	250000	7.4 TONS / ACRE	1,851,000 TONS			
TEXAS	HAYLAGE, (EXCL ALFALFA)	0	245000	7.4 TONS / ACRE	1,813,000 TONS			
UTAH	HAY & HAYLAGE	0	0				440,200,000	
UTAH	HAY & HAYLAGE, ALFALFA	60000	0				386,650,000	
UTAH	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				53,550,000	
UTAH	HAY	0	730000	3.48 TONS / ACRE	2,540,000 TONS	181 $ / TON	440,200,000	
UTAH	HAY, ALFALFA	0	550000	3.8 TONS / ACRE	2,090,000 TONS	187 $ / TON	386,650,000	
UTAH	HAY, (EXCL ALFALFA)	0	180000	2.5 TONS / ACRE	450,000 TONS	122 $ / TON	53,550,000	
UTAH	WHEAT, WINTER	110000	98000	53 BU / ACRE	5,194,000 BU	5.43 $ / BU	29,866,000	
UTAH	WHEAT	110000	98000	53 BU / ACRE	5,194,000 BU	5.43 $ / BU	29,866,000	
UTAH	CORN, GRAIN	0	29000	149 BU / ACRE	4,321,000 BU	5.35 $ / BU	22,864,000	
UTAH	CORN	85000	0					
UTAH	CORN, SILAGE	0	52000	23 TONS / ACRE	1,196,000 TONS			
UTAH	CHERRIES, TART, UTILIZED	0	0		27,700,000 LB		4,571,000	
UTAH	CHERRIES, TART, PROCESSING	0	0		27,700,000 LB	0.165 $ / LB	4,571,000	
UTAH	CHERRIES, TART	0	3100	9,300 LB / ACRE	28,800,000 LB	0.165 $ / LB		
UTAH	SAFFLOWER	23000	22000	820 LB / ACRE	18,040,000 LB	19 $ / CWT	3,428,000	
UTAH	BARLEY	21000	12000	85 BU / ACRE	1,020,000 BU	4 $ / BU	3,358,000	
VERMONT	HAY & HAYLAGE	0	275000	3.14 TONS / ACRE, DRY BASIS	864,000 TONS, DRY BASIS		126,764,000	
VERMONT	HAY & HAYLAGE, (EXCL ALFALFA)	0	230000	2.94 TONS / ACRE, DRY BASIS	677,000 TONS, DRY BASIS		89,364,000	
VERMONT	HAY & HAYLAGE, ALFALFA	5000	45000	4.16 TONS / ACRE, DRY BASIS	187,000 TONS, DRY BASIS		37,400,000	
VERMONT	MAPLE SYRUP	0	0	0.342 GALLONS / TAP	1,950,000 GALLONS	27 $ / GALLON	52,650,000	
VERMONT	HAY	0	167000	1.88 TONS / ACRE	314,000 TONS	150 $ / TON	43,420,000	
VERMONT	HAY, (EXCL ALFALFA)	0	150000	1.9 TONS / ACRE	285,000 TONS	145 $ / TON	37,620,000	
VERMONT	HAY, ALFALFA	0	17000	1.7 TONS / ACRE	29,000 TONS	200 $ / TON	5,800,000	
VERMONT	CORN, SILAGE	0	80000	19 TONS / ACRE	1,520,000 TONS			
VERMONT	CORN	85000	0					
VERMONT	HAYLAGE, ALFALFA	0	45000	7.1 TONS / ACRE	320,000 TONS			
VERMONT	HAYLAGE, (EXCL ALFALFA)	0	130000	6.1 TONS / ACRE	793,000 TONS			
VERMONT	HAYLAGE	0	175000	6.36 TONS / ACRE	1,113,000 TONS			
VIRGINIA	HAY	0	1135000	2.39 TONS / ACRE	2,711,000 TONS	131 $ / TON	354,377,000	
VIRGINIA	HAY, (EXCL ALFALFA)	0	1100000	2.35 TONS / ACRE	2,585,000 TONS	127 $ / TON	328,295,000	
VIRGINIA	HAY, ALFALFA	0	35000	3.6 TONS / ACRE	126,000 TONS	207 $ / TON	26,082,000	
VIRGINIA	HAY & HAYLAGE	0	0				354,377,000	
VIRGINIA	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				328,295,000	
VIRGINIA	HAY & HAYLAGE, ALFALFA	6000	0				26,082,000	
VIRGINIA	SOYBEANS	570000	560000	42 BU / ACRE	23,520,000 BU	11.9 $ / BU	246,960,000	
VIRGINIA	CORN, GRAIN	0	420000	122 BU / ACRE	51,240,000 BU	5.1 $ / BU	210,084,000	
VIRGINIA	CORN	560000	0					
VIRGINIA	CORN, SILAGE	0	120000	17 TONS / ACRE	2,040,000 TONS			
VIRGINIA	TOBACCO	0	12650	2,178 LB / ACRE	27,555,000 LB	2.036 $ / LB	56,106,000	
VIRGINIA	COTTON, UPLAND	80000	79000	772 LB / ACRE	127,000 480 LB BALES	0.658 $ / LB	48,154,000	
VIRGINIA	COTTON, COTTONSEED	0	0		33,000 TONS	186 $ / TON	7,965,000	
VIRGINIA	COTTON	80000	79000	772 LB / ACRE	127,000 480 LB BALES			
VIRGINIA	COTTON, PIMA	0	0			(NA) $ / LB		
VIRGINIA	WHEAT, WINTER	220000	130000	60 BU / ACRE	7,800,000 BU	5.4 $ / BU	41,340,000	
VIRGINIA	WHEAT	220000	130000	60 BU / ACRE	7,800,000 BU	5.4 $ / BU	41,340,000	
VIRGINIA	APPLES, UTILIZED	0	0		161,300,000 LB		35,631,000	
VIRGINIA	APPLES, FRESH MARKET	0	0		78,200,000 LB	0.326 $ / LB	25,493,000	
VIRGINIA	APPLES, PROCESSING	0	0		83,100,000 LB	244 $ / TON	10,138,000	
VIRGINIA	APPLES	0	8800	18,500 LB / ACRE	163,000,000 LB	0.221 $ / LB		
VIRGINIA	PEANUTS	28000	27000	4,150 LB / ACRE	112,050,000 LB	0.219 $ / LB	24,133,000	
VIRGINIA	PUMPKINS	5500	5400	180 CWT / ACRE	972,000 CWT	18.3 $ / CWT	17,595,000	
VIRGINIA	PUMPKINS, UTILIZED	0	0		962,300 CWT			
VIRGINIA	PUMPKINS, FRESH MARKET	0	0			(D) $ / CWT	(D)	
VIRGINIA	PUMPKINS, PROCESSING	0	0			(D) $ / TON	(D)	
VIRGINIA	BARLEY	31000	7000	63 BU / ACRE	441,000 BU	3 $ / BU	1,235,000	
VIRGINIA	CUT FLOWERS	0	0					
VIRGINIA	PROPAGATIVE MATERIAL, FLORICULTURE	0	0					
VIRGINIA	BEDDING PLANTS, ANNUAL	0	0					
VIRGINIA	CUT CULTIVATED GREENS	0	0					
VIRGINIA	BEDDING PLANTS, HERBACEOUS PERENNIAL, POTS	0	0					
VIRGINIA	FOLIAGE PLANTS, INDOOR USE, POTS	0	0					
VIRGINIA	FOLIAGE PLANTS, INDOOR USE	0	0					
VIRGINIA	FLOWERING PLANTS, POTTED, INDOOR USE	0	0					
WASHINGTON	APPLES, UTILIZED	0	0		6,569,300,000 LB		2,095,265,000	
WASHINGTON	APPLES, FRESH MARKET	0	0		5,186,300,000 LB	0.386 $ / LB	2,001,912,000	
WASHINGTON	APPLES, PROCESSING	0	0		1,383,000,000 LB	135 $ / TON	93,353,000	
WASHINGTON	APPLES	0	175000	39,500 LB / ACRE	6,915,000,000 LB	0.319 $ / LB		
WASHINGTON	WHEAT	2350000	2295000	72.4 BU / ACRE	166,245,000 BU	5.7 $ / BU	942,365,000	
WASHINGTON	WHEAT, WINTER	1800000	1750000	76 BU / ACRE	133,000,000 BU	5.67 $ / BU	751,450,000	
WASHINGTON	WHEAT, SPRING, (EXCL DURUM)	550000	545000	61 BU / ACRE	33,245,000 BU	5.85 $ / BU	190,915,000	
WASHINGTON	POTATOES	155000	154500	645 CWT / ACRE	99,653,000 CWT	7.56 $ / CWT	753,377,000	
WASHINGTON	POTATOES, PROCESSING	0	0			6.7 $ / CWT		
WASHINGTON	HAY & HAYLAGE	0	725000	4.18 TONS / ACRE, DRY BASIS	3,029,000 TONS, DRY BASIS		591,215,000	
WASHINGTON	HAY & HAYLAGE, ALFALFA	60000	430000	4.61 TONS / ACRE, DRY BASIS	1,982,000 TONS, DRY BASIS		376,580,000	
WASHINGTON	HAY & HAYLAGE, (EXCL ALFALFA)	0	295000	3.55 TONS / ACRE, DRY BASIS	1,047,000 TONS, DRY BASIS		214,635,000	
WASHINGTON	CHERRIES, SWEET, UTILIZED	0	0		199,960 TONS		561,696,000	
WASHINGTON	CHERRIES, SWEET, FRESH MARKET	0	0		163,600 TONS	3,300 $ / TON	539,880,000	
WASHINGTON	CHERRIES, SWEET, PROCESSING	0	0		36,360 TONS	600 $ / TON	21,816,000	
WASHINGTON	CHERRIES, TART, UTILIZED	0	0		21,200,000 LB		5,550,000	
WASHINGTON	CHERRIES, SWEET	0	40000	5.05 TONS / ACRE	202,000 TONS	2,810 $ / TON		
WASHINGTON	CHERRIES, TART	0	2100	10,200 LB / ACRE	21,400,000 LB	0.262 $ / LB		
WASHINGTON	CHERRIES, TART, FRESH MARKET	0	0		(D) LB	(D) $ / LB	(D)	
WASHINGTON	CHERRIES, TART, PROCESSING	0	0		(D) LB	(D) $ / LB	(D)	
WASHINGTON	HAY	0	690000	3.79 TONS / ACRE	2,616,000 TONS	191 $ / TON	509,220,000	
WASHINGTON	HAY, ALFALFA	0	410000	4.4 TONS / ACRE	1,804,000 TONS	188 $ / TON	342,760,000	
WASHINGTON	HAY, (EXCL ALFALFA)	0	280000	2.9 TONS / ACRE	812,000 TONS	199 $ / TON	166,460,000	
WASHINGTON	HOPS	0	42269	1,754 LB / ACRE	74,151,500 LB	6 $ / LB	444,909,000	
WASHINGTON	GRAPES, PROCESSING	0	0		325,000 TONS	930 $ / TON	302,178,000	
WASHINGTON	GRAPES, UTILIZED	0	0		325,000 TONS		302,178,000	
WASHINGTON	GRAPES	0	76000	4.28 TONS / ACRE	325,000 TONS	930 $ / TON		
WASHINGTON	BLUEBERRIES, TAME, UTILIZED	0	0		165,640,000 LB		217,467,000	
WASHINGTON	BLUEBERRIES, TAME, PROCESSING	0	0		125,150,000 LB	1 $ / LB	125,150,000	
WASHINGTON	BLUEBERRIES, TAME, FRESH MARKET	0	0		40,490,000 LB	2.28 $ / LB	92,317,000	
WASHINGTON	BLUEBERRIES, TAME	0	18200	9,220 LB / ACRE	168,000,000 LB	1.31 $ / LB		
WASHINGTON	PEARS, UTILIZED	0	0		345,940 TONS		175,965,000	
WASHINGTON	PEARS, FRESH MARKET	0	0		269,600 TONS	555 $ / TON	149,628,000	
WASHINGTON	PEARS, PROCESSING	0	0		76,340 TONS	345 $ / TON	26,337,000	
WASHINGTON	PEARS	0	19700	17.6 TONS / ACRE	347,000 TONS	509 $ / TON		
WASHINGTON	CORN, GRAIN	0	85000	228 BU / ACRE	19,380,000 BU	4.7 $ / BU	81,168,000	
WASHINGTON	CORN, SILAGE	0	110000	26 TONS / ACRE	2,860,000 TONS			
WASHINGTON	CORN	195000	0					
WASHINGTON	SWEET CORN	79000	77000	200 CWT / ACRE	15,400,000 CWT	4.8 $ / CWT	73,904,000	
WASHINGTON	SWEET CORN, PROCESSING	0	0			77 $ / TON	58,104,000	
WASHINGTON	SWEET CORN, FRESH MARKET	0	0			51.3 $ / CWT	15,800,000	
WASHINGTON	SWEET CORN, UTILIZED	0	0		15,400,000 CWT			
WASHINGTON	RASPBERRIES, UTILIZED	0	0		68,930,000 LB		62,673,000	
WASHINGTON	RASPBERRIES	0	8900	7,750 LB / ACRE	69,000,000 LB	0.909 $ / LB		
WASHINGTON	RASPBERRIES, FRESH MARKET	0	0		(D) LB	(D) $ / LB	(D)	
WASHINGTON	RASPBERRIES, PROCESSING	0	0		(D) LB	(D) $ / LB	(D)	
WASHINGTON	CANOLA	93000	91000	2,200 LB / ACRE	200,200,000 LB	20.2 $ / CWT	40,040,000	
WASHINGTON	BARLEY	90000	71000	90 BU / ACRE	6,390,000 BU	5.09 $ / BU	31,311,000	
WASHINGTON	PEAS, GREEN	38000	36800	63 CWT / ACRE	2,318,400 CWT	11.9 $ / CWT	27,657,000	
WASHINGTON	PEAS, DRY EDIBLE	79000	78000	3,000 LB / ACRE	2,340,000 CWT	10.7 $ / CWT	25,740,000	
WASHINGTON	PEAS, GREEN, UTILIZED	0	0		2,318,400 CWT			
WASHINGTON	PEAS, GREEN, FRESH MARKET	0	0			(D) $ / CWT	(D)	
WASHINGTON	PEAS, GREEN, PROCESSING	0	0			(D) $ / TON	(D)	
WASHINGTON	CHICKPEAS	71700	71700	1,780 LB / ACRE	1,274,000 CWT	19.8 $ / CWT	25,096,000	
WASHINGTON	MINT, SPEARMINT, OIL	0	9900	146 LB / ACRE	1,449,000 LB	16.7 $ / LB	24,227,000	
WASHINGTON	MINT, PEPPERMINT, OIL	0	10000	103 LB / ACRE	1,030,000 LB	(D) $ / LB	(D)	
WASHINGTON	ASPARAGUS	4000	3800	55 CWT / ACRE	209,000 CWT	111 $ / CWT	23,168,000	
WASHINGTON	ASPARAGUS, UTILIZED	0	0		209,000 CWT			
WASHINGTON	ASPARAGUS, FRESH MARKET	0	0			(D) $ / CWT	(D)	
WASHINGTON	ASPARAGUS, PROCESSING	0	0			(D) $ / TON	(D)	
WASHINGTON	CARROTS	6000	5900	780 CWT / ACRE	4,602,000 CWT	4.88 $ / CWT	22,469,000	
WASHINGTON	CARROTS, UTILIZED	0	0		4,602,000 CWT			
WASHINGTON	CARROTS, FRESH MARKET	0	0			(D) $ / CWT	(D)	
WASHINGTON	CARROTS, PROCESSING	0	0			(D) $ / TON	(D)	
WASHINGTON	PUMPKINS	3100	2900	235 CWT / ACRE	681,500 CWT	25 $ / CWT	16,783,000	
WASHINGTON	PUMPKINS, FRESH MARKET	0	0			25 $ / CWT	16,783,000	
WASHINGTON	PUMPKINS, UTILIZED	0	0		671,300 CWT			
WASHINGTON	LENTILS	46000	45000	1,300 LB / ACRE	585,000 CWT	20.6 $ / CWT	11,876,000	
WASHINGTON	PEACHES, UTILIZED	0	0		8,160 TONS		9,575,000	
WASHINGTON	PEACHES	0	1800	4.6 TONS / ACRE	8,280 TONS	1,170 $ / TON		
WASHINGTON	PEACHES, FRESH MARKET	0	0		(D) TONS	(D) $ / TON	(D)	
WASHINGTON	PEACHES, PROCESSING	0	0		(D) TONS	(D) $ / TON	(D)	
WASHINGTON	APRICOTS, UTILIZED	0	0		2,190 TONS		4,473,000	
WASHINGTON	APRICOTS	0	860	2.56 TONS / ACRE	2,200 TONS	2,040 $ / TON		
WASHINGTON	APRICOTS, FRESH MARKET	0	0		(D) TONS	(D) $ / TON	(D)	
WASHINGTON	APRICOTS, PROCESSING	0	0		(D) TONS	(D) $ / TON	(D)	
WASHINGTON	PROPAGATIVE MATERIAL, FLORICULTURE	0	0					
WASHINGTON	CUT FLOWERS	0	0					
WASHINGTON	FLOWERING PLANTS, POTTED, INDOOR USE	0	0					
WASHINGTON	FOLIAGE PLANTS, INDOOR USE, POTS	0	0					
WASHINGTON	FOLIAGE PLANTS, INDOOR USE	0	0					
WASHINGTON	SUGARBEETS	1800	1800	47.8 TONS / ACRE	86,000 TONS			
WASHINGTON	HAYLAGE, ALFALFA	0	40000	9 TONS / ACRE	360,000 TONS			
WASHINGTON	HAYLAGE, (EXCL ALFALFA)	0	50000	9.5 TONS / ACRE	475,000 TONS			
WASHINGTON	HAYLAGE	0	90000	9.28 TONS / ACRE	835,000 TONS			
WASHINGTON	BEDDING PLANTS, HERBACEOUS PERENNIAL, POTS	0	0					
WASHINGTON	BEDDING PLANTS, ANNUAL	0	0					
WASHINGTON	CUT CULTIVATED GREENS	0	0					
WEST VIRGINIA	HAY	0	540000	1.92 TONS / ACRE	1,035,000 TONS	119 $ / TON	123,195,000	
WEST VIRGINIA	HAY, (EXCL ALFALFA)	0	530000	1.9 TONS / ACRE	1,007,000 TONS	117 $ / TON	117,819,000	
WEST VIRGINIA	HAY, ALFALFA	0	10000	2.8 TONS / ACRE	28,000 TONS	192 $ / TON	5,376,000	
WEST VIRGINIA	HAY & HAYLAGE	0	0				123,195,000	
WEST VIRGINIA	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				117,819,000	
WEST VIRGINIA	HAY & HAYLAGE, ALFALFA	1000	0				5,376,000	
WEST VIRGINIA	CORN, GRAIN	0	38000	144 BU / ACRE	5,472,000 BU	4.7 $ / BU	22,435,000	
WEST VIRGINIA	CORN	51000	0					
WEST VIRGINIA	CORN, SILAGE	0	12000	19 TONS / ACRE	228,000 TONS			
WEST VIRGINIA	SOYBEANS	0	0			(NA) $ / BU		
WISCONSIN	CORN, GRAIN	0	2930000	173 BU / ACRE	506,890,000 BU	4.44 $ / BU	2,144,637,000	
WISCONSIN	CORN	3950000	0					
WISCONSIN	CORN, SILAGE	0	960000	21 TONS / ACRE	20,160,000 TONS			
WISCONSIN	HAY & HAYLAGE	0	2360000	3.07 TONS / ACRE, DRY BASIS	7,242,000 TONS, DRY BASIS		1,148,667,000	
WISCONSIN	HAY & HAYLAGE, ALFALFA	400000	1660000	3.65 TONS / ACRE, DRY BASIS	6,053,000 TONS, DRY BASIS		1,004,798,000	
WISCONSIN	HAY & HAYLAGE, (EXCL ALFALFA)	0	700000	1.7 TONS / ACRE, DRY BASIS	1,189,000 TONS, DRY BASIS		143,869,000	
WISCONSIN	SOYBEANS	2020000	1990000	52 BU / ACRE	103,480,000 BU	10.4 $ / BU	1,075,029,000	
WISCONSIN	HAY	0	1370000	2.54 TONS / ACRE	3,483,000 TONS	156 $ / TON	542,403,000	
WISCONSIN	HAY, ALFALFA	0	840000	3.2 TONS / ACRE	2,688,000 TONS	167 $ / TON	446,208,000	
WISCONSIN	HAY, (EXCL ALFALFA)	0	530000	1.5 TONS / ACRE	795,000 TONS	120 $ / TON	96,195,000	
WISCONSIN	POTATOES	69000	68500	420 CWT / ACRE	28,770,000 CWT	12.2 $ / CWT	350,994,000	
WISCONSIN	POTATOES, PROCESSING	0	0			10.8 $ / CWT		
WISCONSIN	POTATOES, FRESH MARKET	0	0			13.2 $ / CWT		
WISCONSIN	CRANBERRIES, UTILIZED	0	0		4,626,100 BARRELS		178,734,000	
WISCONSIN	CRANBERRIES, PROCESSING	0	0		4,361,600 BARRELS	35.6 $ / BARREL	155,273,000	
WISCONSIN	CRANBERRIES, FRESH MARKET	0	0		264,500 BARRELS	88.7 $ / BARREL	23,461,000	
WISCONSIN	CRANBERRIES	0	20800	223 BARRELS / ACRE	4,640,000 BARRELS	38.6 $ / BARREL		
WISCONSIN	SWEET CORN	57900	57100	175 CWT / ACRE	9,992,500 CWT	4.95 $ / CWT	49,507,000	
WISCONSIN	SWEET CORN, PROCESSING	0	0			70.2 $ / TON	33,565,000	
WISCONSIN	SWEET CORN, FRESH MARKET	0	0			37.1 $ / CWT	15,942,000	
WISCONSIN	SWEET CORN, UTILIZED	0	0		9,992,500 CWT			
WISCONSIN	WHEAT, WINTER	160000	125000	69 BU / ACRE	8,625,000 BU	4.9 $ / BU	40,538,000	
WISCONSIN	WHEAT	160000	125000	69 BU / ACRE	8,625,000 BU	4.9 $ / BU	40,538,000	
WISCONSIN	BEANS, SNAP	58200	56600	100 CWT / ACRE	5,660,000 CWT	6.27 $ / CWT	35,291,000	
WISCONSIN	BEANS, SNAP, PROCESSING	0	0			96.4 $ / TON	26,272,000	
WISCONSIN	BEANS, SNAP, FRESH MARKET	0	0			49.8 $ / CWT	9,019,000	
WISCONSIN	BEANS, SNAP, UTILIZED	0	0		5,631,700 CWT			
WISCONSIN	OATS	300000	131000	63 BU / ACRE	8,253,000 BU	2.73 $ / BU	20,633,000	
WISCONSIN	PEAS, GREEN	28200	27700	41 CWT / ACRE	1,135,700 CWT	12.6 $ / CWT	14,221,000	
WISCONSIN	PEAS, GREEN, PROCESSING	0	0			237 $ / TON	13,337,000	
WISCONSIN	PEAS, GREEN, FRESH MARKET	0	0			260 $ / CWT	884,000	
WISCONSIN	PEAS, GREEN, UTILIZED	0	0		1,128,900 CWT			
WISCONSIN	CARROTS	3500	3500	520 CWT / ACRE	1,820,000 CWT	4.7 $ / CWT	8,483,000	
WISCONSIN	CARROTS, PROCESSING	0	0			75.9 $ / TON	6,789,000	
WISCONSIN	CARROTS, FRESH MARKET	0	0			116 $ / CWT	1,694,000	
WISCONSIN	CARROTS, UTILIZED	0	0		1,803,600 CWT			
WISCONSIN	MAPLE SYRUP	0	0	0.34 GALLONS / TAP	265,000 GALLONS	29.1 $ / GALLON	7,712,000	
WISCONSIN	CHERRIES, TART, UTILIZED	0	0		10,000,000 LB		4,993,000	
WISCONSIN	CHERRIES, TART	0	1500	6,700 LB / ACRE	10,100,000 LB	0.499 $ / LB		
WISCONSIN	CHERRIES, TART, PROCESSING	0	0		(D) LB	(D) $ / LB	(D)	
WISCONSIN	CHERRIES, TART, FRESH MARKET	0	0		(D) LB	(D) $ / LB	(D)	
WISCONSIN	RYE	215000	20000	40 BU / ACRE	800,000 BU	(D) $ / BU	4,200,000	
WISCONSIN	PUMPKINS, FRESH MARKET	0	0			22.6 $ / CWT	3,243,000	
WISCONSIN	PUMPKINS	2300	2100	75 CWT / ACRE	157,500 CWT	22.6 $ / CWT	3,243,000	
WISCONSIN	PUMPKINS, UTILIZED	0	0		143,500 CWT			
WISCONSIN	BARLEY	26000	13000	46 BU / ACRE	598,000 BU	4.35 $ / BU	2,063,000	
WISCONSIN	FOLIAGE PLANTS, INDOOR USE	0	0					
WISCONSIN	FOLIAGE PLANTS, INDOOR USE, POTS	0	0					
WISCONSIN	FLOWERING PLANTS, POTTED, INDOOR USE	0	0					
WISCONSIN	PROPAGATIVE MATERIAL, FLORICULTURE	0	0					
WISCONSIN	BEDDING PLANTS, ANNUAL	0	0					
WISCONSIN	CABBAGE, UTILIZED	0	0		(D) CWT			
WISCONSIN	CABBAGE	(D)	(D)	(D) CWT / ACRE	(D) CWT	(D) $ / CWT	(D)	
WISCONSIN	CABBAGE, FRESH MARKET	0	0			(D) $ / CWT	(D)	
WISCONSIN	CABBAGE, PROCESSING	0	0			(D) $ / TON	(D)	
WISCONSIN	CUT CULTIVATED GREENS	0	0					
WISCONSIN	CUT FLOWERS	0	0					
WISCONSIN	HAYLAGE	0	1130000	6.73 TONS / ACRE	7,606,000 TONS			
