State	Commodity	plantedAllPurposeAcres	harvestedAcres	cropYield	production	pricePerUnit	productionValueDollars
ILLINOIS	HAY & HAYLAGE, (EXCL ALFALFA)	0	280000	2.38 TONS / ACRE, DRY BASIS	665,000 TONS, DRY BASIS		79,135,000	
ILLINOIS	HAY	0	490000	3.02 TONS / ACRE	1,479,000 TONS	152 $ / TON	221,475,000	
ILLINOIS	HAY, ALFALFA	0	220000	3.9 TONS / ACRE	858,000 TONS	170 $ / TON	147,576,000	
ILLINOIS	HAY, (EXCL ALFALFA)	0	270000	2.3 TONS / ACRE	621,000 TONS	118 $ / TON	73,899,000	
ILLINOIS	WHEAT	570000	520000	68 BU / ACRE	35,360,000 BU	5.39 $ / BU	190,944,000	
ILLINOIS	WHEAT, WINTER	570000	520000	68 BU / ACRE	35,360,000 BU	5.39 $ / BU	190,944,000	
ILLINOIS	PUMPKINS	16400	15900	355 CWT / ACRE	5,644,500 CWT	3.78 $ / CWT	21,301,000	
ILLINOIS	PUMPKINS, PROCESSING	0	0			48.4 $ / TON	12,649,000	
ILLINOIS	PUMPKINS, FRESH MARKET	0	0			21 $ / CWT	8,652,000	
ILLINOIS	PUMPKINS, UTILIZED	0	0		5,638,900 CWT			
ILLINOIS	SWEET CORN	13000	12500	150 CWT / ACRE	1,875,000 CWT	5.23 $ / CWT	9,806,000	
ILLINOIS	SWEET CORN, FRESH MARKET	0	0			29.7 $ / CWT	5,236,000	
ILLINOIS	SWEET CORN, PROCESSING	0	0			53.8 $ / TON	4,570,000	
ILLINOIS	SWEET CORN, UTILIZED	0	0		1,875,000 CWT			
ILLINOIS	BEANS, SNAP	13000	12600	88 CWT / ACRE	1,108,800 CWT	7.52 $ / CWT	8,339,000	
ILLINOIS	BEANS, SNAP, PROCESSING	0	0			138 $ / TON	7,574,000	
ILLINOIS	BEANS, SNAP, FRESH MARKET	0	0			68.9 $ / CWT	765,000	
ILLINOIS	BEANS, SNAP, UTILIZED	0	0		1,108,800 CWT			
ILLINOIS	OATS	60000	15000	58 BU / ACRE	870,000 BU	4.35 $ / BU	3,219,000	
ILLINOIS	PROPAGATIVE MATERIAL, FLORICULTURE	0	0					
ILLINOIS	CUT FLOWERS	0	0					
ILLINOIS	CUT CULTIVATED GREENS	0	0					
ILLINOIS	SORGHUM, GRAIN	0	0			(NA) $ / CWT		
ILLINOIS	BEDDING PLANTS, ANNUAL	0	0					
ILLINOIS	BEDDING PLANTS, HERBACEOUS PERENNIAL, POTS	0	0					
ILLINOIS	HAYLAGE	0	54000	6.06 TONS / ACRE	327,000 TONS			
ILLINOIS	HAYLAGE, (EXCL ALFALFA)	0	19000	4.7 TONS / ACRE	89,000 TONS			
ILLINOIS	HAYLAGE, ALFALFA	0	35000	6.8 TONS / ACRE	238,000 TONS			
ILLINOIS	MUSHROOMS, AGARICUS	0	0		16,636,000 LB			
ILLINOIS	FOLIAGE PLANTS, INDOOR USE, POTS	0	0					
ILLINOIS	FOLIAGE PLANTS, INDOOR USE	0	0					
ILLINOIS	FLOWERING PLANTS, POTTED, INDOOR USE	0	0					
INDIANA	CORN, GRAIN	0	5250000	187 BU / ACRE	981,750,000 BU	4.65 $ / BU	4,368,788,000	
INDIANA	CORN	5400000	0					
INDIANA	CORN, SILAGE	0	130000	21 TONS / ACRE	2,730,000 TONS			
INDIANA	SOYBEANS	5750000	5730000	59 BU / ACRE	338,070,000 BU	11.1 $ / BU	3,755,616,000	
INDIANA	HAY & HAYLAGE	0	0				230,580,000	
INDIANA	HAY & HAYLAGE, ALFALFA	40000	0				133,980,000	
INDIANA	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				96,600,000	
INDIANA	HAY	0	500000	2.56 TONS / ACRE	1,282,000 TONS	180 $ / TON	230,580,000	
INDIANA	HAY, ALFALFA	0	220000	2.9 TONS / ACRE	638,000 TONS	210 $ / TON	133,980,000	
INDIANA	HAY, (EXCL ALFALFA)	0	280000	2.3 TONS / ACRE	644,000 TONS	150 $ / TON	96,600,000	
INDIANA	WHEAT	300000	250000	70 BU / ACRE	17,500,000 BU	5.28 $ / BU	92,750,000	
INDIANA	WHEAT, WINTER	300000	250000	70 BU / ACRE	17,500,000 BU	5.28 $ / BU	92,750,000	
INDIANA	MELONS, WATERMELON, FRESH MARKET	0	0			19.5 $ / CWT	46,898,000	
INDIANA	MELONS, WATERMELON	6700	6500	370 CWT / ACRE	2,405,000 CWT	19.5 $ / CWT	46,898,000	
INDIANA	MELONS, WATERMELON, UTILIZED	0	0		2,405,000 CWT			
INDIANA	PUMPKINS	6200	6000	160 CWT / ACRE	960,000 CWT	17.9 $ / CWT	16,397,000	
INDIANA	PUMPKINS, UTILIZED	0	0		916,800 CWT			
INDIANA	PUMPKINS, FRESH MARKET	0	0			(D) $ / CWT	(D)	
INDIANA	PUMPKINS, PROCESSING	0	0			(D) $ / TON	(D)	
INDIANA	MINT, SPEARMINT, OIL	0	4200	69 LB / ACRE	290,000 LB	15.8 $ / LB	4,582,000	
INDIANA	MINT, PEPPERMINT, OIL	0	5600	44 LB / ACRE	246,000 LB	(D) $ / LB	(D)	
IOWA	CORN, GRAIN	0	12900000	177 BU / ACRE	2,283,300,000 BU	4.64 $ / BU	9,873,660,000	
IOWA	CORN, SILAGE	0	260000	20.5 TONS / ACRE	5,330,000 TONS			
IOWA	CORN	13600000	0					
IOWA	SOYBEANS	9450000	9370000	54 BU / ACRE	505,980,000 BU	11.1 $ / BU	5,482,956,000	
IOWA	HAY & HAYLAGE	0	1225000	3.27 TONS / ACRE, DRY BASIS	4,006,000 TONS, DRY BASIS		457,036,000	
IOWA	HAY & HAYLAGE, ALFALFA	125000	865000	3.56 TONS / ACRE, DRY BASIS	3,083,000 TONS, DRY BASIS		373,043,000	
IOWA	HAY & HAYLAGE, (EXCL ALFALFA)	0	360000	2.56 TONS / ACRE, DRY BASIS	923,000 TONS, DRY BASIS		83,993,000	
IOWA	HAY	0	1160000	3.19 TONS / ACRE	3,697,000 TONS	118 $ / TON	423,577,000	
IOWA	HAY, ALFALFA	0	830000	3.5 TONS / ACRE	2,905,000 TONS	124 $ / TON	351,505,000	
IOWA	HAY, (EXCL ALFALFA)	0	330000	2.4 TONS / ACRE	792,000 TONS	97 $ / TON	72,072,000	
IOWA	OATS	170000	73000	78 BU / ACRE	5,694,000 BU	3.19 $ / BU	17,936,000	
IOWA	HAYLAGE, ALFALFA	0	50000	7.2 TONS / ACRE	360,000 TONS			
IOWA	HAYLAGE	0	95000	6.59 TONS / ACRE	626,000 TONS			
IOWA	HAYLAGE, (EXCL ALFALFA)	0	45000	5.9 TONS / ACRE	266,000 TONS			
KANSAS	CORN, GRAIN	0	5720000	134 BU / ACRE	766,480,000 BU	4.35 $ / BU	3,295,864,000	
KANSAS	CORN, SILAGE	0	250000	19.5 TONS / ACRE	4,875,000 TONS			
KANSAS	CORN	6100000	0					
KANSAS	SOYBEANS	4800000	4750000	41 BU / ACRE	194,750,000 BU	10.7 $ / BU	2,074,815,000	
KANSAS	WHEAT	6600000	6250000	45 BU / ACRE	281,250,000 BU	4.53 $ / BU	1,265,625,000	
KANSAS	WHEAT, WINTER	6600000	6250000	45 BU / ACRE	281,250,000 BU	4.53 $ / BU	1,265,625,000	
KANSAS	SORGHUM, GRAIN	0	2800000	85 BU / ACRE	238,000,000 BU	8.85 $ / CWT	1,146,208,000	
KANSAS	SORGHUM, SILAGE	0	60000	15 TONS / ACRE	900,000 TONS			
KANSAS	SORGHUM	3000000	0					
KANSAS	HAY & HAYLAGE	0	2665000	2.33 TONS / ACRE, DRY BASIS	6,222,000 TONS, DRY BASIS		680,654,000	
KANSAS	HAY & HAYLAGE, (EXCL ALFALFA)	0	2120000	1.97 TONS / ACRE, DRY BASIS	4,184,000 TONS, DRY BASIS		393,296,000	
KANSAS	HAY & HAYLAGE, ALFALFA	85000	545000	3.74 TONS / ACRE, DRY BASIS	2,038,000 TONS, DRY BASIS		287,358,000	
KANSAS	HAY	0	2590000	2.28 TONS / ACRE	5,893,000 TONS	128 $ / TON	647,848,000	
KANSAS	HAY, (EXCL ALFALFA)	0	2050000	1.9 TONS / ACRE	3,895,000 TONS	96 $ / TON	366,130,000	
KANSAS	HAY, ALFALFA	0	540000	3.7 TONS / ACRE	1,998,000 TONS	147 $ / TON	281,718,000	
KANSAS	COTTON, UPLAND	195000	184000	783 LB / ACRE	300,000 480 LB BALES	0.583 $ / LB	82,637,000	
KANSAS	COTTON, COTTONSEED	0	0		99,000 TONS	196 $ / TON	19,110,000	
KANSAS	COTTON, PIMA	0	0			(NA) $ / LB		
KANSAS	COTTON	195000	184000	783 LB / ACRE	300,000 480 LB BALES			
KANSAS	SUNFLOWER	73000	70000	1,465 LB / ACRE	102,540,000 LB	21.4 $ / CWT	21,513,000	
KANSAS	OATS	140000	16000	52 BU / ACRE	832,000 BU	3.05 $ / BU	2,454,000	
KANSAS	BARLEY	16000	6000	51 BU / ACRE	306,000 BU	3.7 $ / BU	872,000	
KANSAS	CANOLA	5000	2800	1,790 LB / ACRE	5,012,000 LB	12.2 $ / CWT	655,000	
KANSAS	HAYLAGE, ALFALFA	0	15000	5.3 TONS / ACRE	80,000 TONS			
KANSAS	HAYLAGE, (EXCL ALFALFA)	0	90000	6.5 TONS / ACRE	585,000 TONS			
KANSAS	HAYLAGE	0	105000	6.33 TONS / ACRE	665,000 TONS			
KENTUCKY	SOYBEANS	1850000	1840000	55 BU / ACRE	101,200,000 BU	10.8 $ / BU	1,163,800,000	
KENTUCKY	CORN, GRAIN	0	1360000	184 BU / ACRE	250,240,000 BU	4.52 $ / BU	1,129,944,000	
KENTUCKY	CORN, SILAGE	0	95000	20 TONS / ACRE	1,900,000 TONS			
KENTUCKY	CORN	1470000	0					
KENTUCKY	HAY	0	2195000	2.47 TONS / ACRE	5,428,000 TONS	152 $ / TON	785,640,000	
KENTUCKY	HAY, (EXCL ALFALFA)	0	2050000	2.4 TONS / ACRE	4,920,000 TONS	138 $ / TON	678,960,000	
KENTUCKY	HAY, ALFALFA	0	145000	3.5 TONS / ACRE	508,000 TONS	211 $ / TON	106,680,000	
KENTUCKY	HAY & HAYLAGE	0	0				785,640,000	
KENTUCKY	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				678,960,000	
KENTUCKY	HAY & HAYLAGE, ALFALFA	14000	0				106,680,000	
KENTUCKY	TOBACCO	0	51400	2,086 LB / ACRE	107,235,000 LB	2.199 $ / LB	237,097,000	
KENTUCKY	WHEAT	510000	340000	63 BU / ACRE	21,420,000 BU	5.57 $ / BU	116,739,000	
KENTUCKY	WHEAT, WINTER	510000	340000	63 BU / ACRE	21,420,000 BU	5.57 $ / BU	116,739,000	
LOUISIANA	SOYBEANS	1050000	1020000	53 BU / ACRE	54,060,000 BU	10 $ / BU	556,818,000	
LOUISIANA	RICE	480000	474000	6,820 LB / ACRE	32,306,000 CWT	12.3 $ / CWT	397,364,000	
LOUISIANA	CORN, GRAIN	0	485000	181 BU / ACRE	87,785,000 BU	3.74 $ / BU	324,805,000	
LOUISIANA	CORN, SILAGE	0	3000	17 TONS / ACRE	51,000 TONS			
LOUISIANA	CORN	500000	0					
LOUISIANA	COTTON, UPLAND	170000	165000	986 LB / ACRE	339,000 480 LB BALES	0.669 $ / LB	106,848,000	
LOUISIANA	COTTON, COTTONSEED	0	0		109,000 TONS	189 $ / TON	21,357,000	
LOUISIANA	COTTON, PIMA	0	0			(NA) $ / LB		
LOUISIANA	COTTON	170000	165000	986 LB / ACRE	339,000 480 LB BALES			
LOUISIANA	HAY & HAYLAGE	0	0				96,960,000	
LOUISIANA	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				96,960,000	
LOUISIANA	HAY, (EXCL ALFALFA)	0	400000	2.4 TONS / ACRE	960,000 TONS	101 $ / TON	96,960,000	
LOUISIANA	HAY	0	400000	2.4 TONS / ACRE	960,000 TONS	101 $ / TON	96,960,000	
LOUISIANA	HAY, ALFALFA	0	0			(NA) $ / TON		
LOUISIANA	SORGHUM, GRAIN	0	0			(NA) $ / CWT		
LOUISIANA	SUGARCANE, SEED	0	27400	36.5 TONS / ACRE	1,000,000 TONS			
LOUISIANA	SUGARCANE, SUGAR	0	461000	32.9 TONS / ACRE	15,167,000 TONS			
LOUISIANA	SUGARCANE, SUGAR & SEED	0	488400	33.1 TONS / ACRE	16,167,000 TONS			
MAINE	POTATOES	51000	50800	265 CWT / ACRE	13,462,000 CWT	11.3 $ / CWT	152,121,000	
MAINE	BLUEBERRIES, WILD, UTILIZED	0	0		47,350,000 LB		28,566,000	
MAINE	BLUEBERRIES, WILD, PROCESSING	0	0		46,640,000 LB	0.6 $ / LB	27,984,000	
MAINE	BLUEBERRIES, WILD, FRESH MARKET	0	0		710,000 LB	0.82 $ / LB	582,000	
MAINE	BLUEBERRIES, WILD	0	20700	2,290 LB / ACRE	47,400,000 LB	0.603 $ / LB		
MAINE	HAY & HAYLAGE	0	0				25,545,000	
MAINE	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				21,870,000	
MAINE	HAY & HAYLAGE, ALFALFA	1000	0				3,675,000	
MAINE	HAY	0	104000	1.76 TONS / ACRE	183,000 TONS	161 $ / TON	25,545,000	
MAINE	HAY, (EXCL ALFALFA)	0	95000	1.7 TONS / ACRE	162,000 TONS	155 $ / TON	21,870,000	
MAINE	HAY, ALFALFA	0	9000	2.3 TONS / ACRE	21,000 TONS	205 $ / TON	3,675,000	
MAINE	MAPLE SYRUP	0	0	0.299 GALLONS / TAP	590,000 GALLONS	34.9 $ / GALLON	20,591,000	
MAINE	OATS	26000	22000	63 BU / ACRE	1,386,000 BU	3 $ / BU	3,950,000	
MAINE	BARLEY	15000	14000	54 BU / ACRE	756,000 BU	3.5 $ / BU	2,608,000	
MAINE	CORN	30000	0					
MAINE	CORN, SILAGE	0	27000	19 TONS / ACRE	513,000 TONS			
MARYLAND	CORN, GRAIN	0	430000	155 BU / ACRE	66,650,000 BU	5.6 $ / BU	286,595,000	
MARYLAND	CORN	480000	0					
MARYLAND	CORN, SILAGE	0	40000	17 TONS / ACRE	680,000 TONS			
MARYLAND	SOYBEANS	485000	465000	47 BU / ACRE	21,855,000 BU	11.6 $ / BU	183,582,000	
MARYLAND	HAY & HAYLAGE	0	0				65,736,000	
MARYLAND	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				45,540,000	
MARYLAND	HAY & HAYLAGE, ALFALFA	3000	0				20,196,000	
MARYLAND	HAY	0	200000	2.16 TONS / ACRE	432,000 TONS	158 $ / TON	65,736,000	
MARYLAND	HAY, (EXCL ALFALFA)	0	165000	2 TONS / ACRE	330,000 TONS	145 $ / TON	45,540,000	
MARYLAND	HAY, ALFALFA	0	35000	2.9 TONS / ACRE	102,000 TONS	198 $ / TON	20,196,000	
MARYLAND	WHEAT, WINTER	355000	150000	73 BU / ACRE	10,950,000 BU	5.7 $ / BU	60,773,000	
MARYLAND	WHEAT	355000	150000	73 BU / ACRE	10,950,000 BU	5.7 $ / BU	60,773,000	
MARYLAND	BARLEY	34000	21000	73 BU / ACRE	1,533,000 BU	3.5 $ / BU	5,059,000	
MARYLAND	MUSHROOMS, AGARICUS	0	0		36,342,000 LB			
MASSACHUSETTS	CRANBERRIES, UTILIZED	0	0		2,036,470 BARRELS		70,551,000	
MASSACHUSETTS	CRANBERRIES, PROCESSING	0	0		1,966,600 BARRELS	34.4 $ / BARREL	67,651,000	
MASSACHUSETTS	CRANBERRIES, FRESH MARKET	0	0		69,870 BARRELS	41.5 $ / BARREL	2,900,000	
MASSACHUSETTS	CRANBERRIES	0	12700	161.8 BARRELS / ACRE	2,055,000 BARRELS	34.6 $ / BARREL		
MASSACHUSETTS	HAY	0	60000	1.77 TONS / ACRE	106,000 TONS	173 $ / TON	18,230,000	
MASSACHUSETTS	HAY, (EXCL ALFALFA)	0	55000	1.8 TONS / ACRE	99,000 TONS	170 $ / TON	16,830,000	
MASSACHUSETTS	HAY, ALFALFA	0	5000	1.3 TONS / ACRE	7,000 TONS	210 $ / TON	1,400,000	
MASSACHUSETTS	HAY & HAYLAGE	0	0				18,230,000	
MASSACHUSETTS	HAY & HAYLAGE, (EXCL ALFALFA)	0	0				16,830,000	
MASSACHUSETTS	HAY & HAYLAGE, ALFALFA	1000	0				1,400,000	
MASSACHUSETTS	CORN	14000	0					
MASSACHUSETTS	CORN, SILAGE	0	12000	16 TONS / ACRE	192,000 TONS			
MICHIGAN	CORN, GRAIN	0	1990000	153 BU / ACRE	304,470,000 BU	4.72 $ / BU	1,363,747,000	
MICHIGAN	CORN, SILAGE	0	350000	17.5 TONS / ACRE	6,125,000 TONS			
MICHIGAN	CORN	2350000	0					
MICHIGAN	SOYBEANS	2200000	2190000	48 BU / ACRE	105,120,000 BU	11.7 $ / BU	1,183,695,000	
MICHIGAN	HAY & HAYLAGE	0	985000	3.16 TONS / ACRE, DRY BASIS	3,113,000 TONS, DRY BASIS		532,612,000	
MICHIGAN	HAY & HAYLAGE, ALFALFA	100000	745000	3.44 TONS / ACRE, DRY BASIS	2,566,000 TONS, DRY BASIS		459,314,000	
MICHIGAN	HAY & HAYLAGE, (EXCL ALFALFA)	0	240000	2.28 TONS / ACRE, DRY BASIS	547,000 TONS, DRY BASIS		73,298,000	
MICHIGAN	HAY	0	780000	2.56 TONS / ACRE	2,000,000 TONS	168 $ / TON	337,300,000	
MICHIGAN	HAY, ALFALFA	0	550000	2.8 TONS / ACRE	1,540,000 TONS	185 $ / TON	275,660,000	
MICHIGAN	HAY, (EXCL ALFALFA)	0	230000	2 TONS / ACRE	460,000 TONS	139 $ / TON	61,640,000	
MICHIGAN	APPLES, UTILIZED	0	0		926,100,000 LB		270,238,000	
MICHIGAN	APPLES, FRESH MARKET	0	0		460,700,000 LB	0.43 $ / LB	198,101,000	
MICHIGAN	APPLES, PROCESSING	0	0		465,400,000 LB	310 $ / TON	72,137,000	
MICHIGAN	APPLES	0	31000	29,900 LB / ACRE	927,000,000 LB	0.292 $ / LB		
MICHIGAN	POTATOES	46000	45000	390 CWT / ACRE	17,550,000 CWT	10.8 $ / CWT	189,540,000	
MICHIGAN	WHEAT	490000	450000	75 BU / ACRE	33,750,000 BU	5.32 $ / BU	180,563,000	
MICHIGAN	WHEAT, WINTER	490000	450000	75 BU / ACRE	33,750,000 BU	5.32 $ / BU	180,563,000	
MICHIGAN	BLUEBERRIES, TAME, UTILIZED	0	0		73,650,000 LB		75,356,000	
MICHIGAN	BLUEBERRIES, TAME, FRESH MARKET	0	0		41,920,000 LB	1.51 $ / LB	63,299,000	
MICHIGAN	BLUEBERRIES, TAME, PROCESSING	0	0		31,730,000 LB	0.38 $ / LB	12,057,000	
MICHIGAN	BLUEBERRIES, TAME	0	17200	4,290 LB / ACRE	73,800,000 LB	1.02 $ / LB		
MICHIGAN	CUCUMBERS	35000	34700	130 CWT / ACRE	4,511,000 CWT	11.9 $ / CWT	51,789,000	
MICHIGAN	CUCUMBERS, PROCESSING	0	0			210 $ / TON	40,782,000	
MICHIGAN	CUCUMBERS, FRESH MARKET	0	0			24.4 $ / CWT	11,007,000	
MICHIGAN	CUCUMBERS, UTILIZED	0	0		4,335,100 CWT			
MICHIGAN	SQUASH	8100	7900	220 CWT / ACRE	1,738,000 CWT	26.1 $ / CWT	44,456,000	
MICHIGAN	SQUASH, FRESH MARKET	0	0			35.7 $ / CWT	39,523,000	
MICHIGAN	SQUASH, PROCESSING	0	0			165 $ / TON	4,933,000	
MICHIGAN	SQUASH, UTILIZED	0	0		1,705,000 CWT			
MICHIGAN	CHERRIES, TART, UTILIZED	0	0		69,200,000 LB		32,712,000	
MICHIGAN	CHERRIES, TART, PROCESSING	0	0		69,100,000 LB	0.47 $ / LB	32,477,000	
MICHIGAN	CHERRIES, TART, FRESH MARKET	0	0		100,000 LB	2.35 $ / LB	235,000	
MICHIGAN	CHERRIES, TART	0	23500	2,950 LB / ACRE	69,300,000 LB	0.473 $ / LB		
MICHIGAN	BEANS, SNAP	19400	19100	89 CWT / ACRE	1,699,900 CWT	18.4 $ / CWT	31,270,000	
MICHIGAN	BEANS, SNAP, FRESH MARKET	0	0			61.5 $ / CWT	19,133,000	
MICHIGAN	BEANS, SNAP, PROCESSING	0	0			175 $ / TON	12,137,000	
MICHIGAN	BEANS, SNAP, UTILIZED	0	0		1,698,200 CWT			
MICHIGAN	ASPARAGUS	10000	9500	28 CWT / ACRE	266,000 CWT	91.5 $ / CWT	23,856,000	
MICHIGAN	ASPARAGUS, FRESH MARKET	0	0			105 $ / CWT	15,078,000	
MICHIGAN	ASPARAGUS, PROCESSING	0	0			1,500 $ / TON	8,778,000	
MICHIGAN	ASPARAGUS, UTILIZED	0	0		260,700 CWT			
MICHIGAN	CABBAGE	4100	4000	380 CWT / ACRE	1,520,000 CWT	11 $ / CWT	16,751,000	
MICHIGAN	CABBAGE, FRESH MARKET	0	0			13 $ / CWT	11,066,000	
MICHIGAN	CABBAGE, PROCESSING	0	0			170 $ / TON	5,685,000	
MICHIGAN	CABBAGE, UTILIZED	0	0		1,520,000 CWT			
MICHIGAN	PUMPKINS	5700	5400	160 CWT / ACRE	864,000 CWT	16.9 $ / CWT	14,440,000	
MICHIGAN	PUMPKINS, UTILIZED	0	0		852,800 CWT			
MICHIGAN	PUMPKINS, FRESH MARKET	0	0			(D) $ / CWT	(D)	
MICHIGAN	PUMPKINS, PROCESSING	0	0			(D) $ / TON	(D)	
MICHIGAN	PEPPERS, BELL	2000	1900	230 CWT / ACRE	437,000 CWT	33.2 $ / CWT	14,345,000	
MICHIGAN	PEPPERS, BELL, UTILIZED	0	0		431,800 CWT			
MICHIGAN	PEPPERS, BELL, FRESH MARKET	0	0			(D) $ / CWT	(D)	
MICHIGAN	PEPPERS, BELL, PROCESSING	0	0			(D) $ / TON	(D)	
MICHIGAN	PEACHES, UTILIZED	0	0		6,000 TONS		8,922,000	
MICHIGAN	PEACHES	0	2400	2.5 TONS / ACRE	6,000 TONS	1,490 $ / TON		
MICHIGAN	PEACHES, FRESH MARKET	0	0		(D) TONS	(D) $ / TON	(D)	
MICHIGAN	PEACHES, PROCESSING	0	0		(D) TONS	(D) $ / TON	(D)	
MICHIGAN	MAPLE SYRUP	0	0	0.298 GALLONS / TAP	170,000 GALLONS	48.6 $ / GALLON	8,262,000	
MICHIGAN	OATS	70000	30000	55 BU / ACRE	1,650,000 BU	3.16 $ / BU	4,950,000	
MICHIGAN	BARLEY	11000	8000	56 BU / ACRE	448,000 BU	3.95 $ / BU	1,770,000	
MICHIGAN	CUT CULTIVATED GREENS	0	0					
MICHIGAN	FOLIAGE PLANTS, INDOOR USE, POTS	0	0					
MICHIGAN	FOLIAGE PLANTS, INDOOR USE	0	0					
MICHIGAN	BEDDING PLANTS, ANNUAL	0	0					
MICHIGAN	PROPAGATIVE MATERIAL, FLORICULTURE	0	0					
MICHIGAN	CUT FLOWERS	0	0					
MICHIGAN	FLOWERING PLANTS, POTTED, INDOOR USE	0	0					
MICHIGAN	HAYLAGE, ALFALFA	0	250000	8.3 TONS / ACRE	2,075,000 TONS			
MICHIGAN	HAYLAGE, (EXCL ALFALFA)	0	30000	5.9 TONS / ACRE	177,000 TONS			
MICHIGAN	HAYLAGE	0	280000	8.04 TONS / ACRE	2,252,000 TONS			
MICHIGAN	SUGARBEETS	157000	154000	28.3 TONS / ACRE	4,358,000 TONS			
MICHIGAN	BEDDING PLANTS, HERBACEOUS PERENNIAL, POTS	0	0					
MINNESOTA	CORN, GRAIN	0	7510000	191 BU / ACRE	1,434,410,000 BU	4.52 $ / BU	6,056,064,000	
MINNESOTA	CORN, SILAGE	0	420000	23 TONS / ACRE	9,660,000 TONS			
MINNESOTA	CORN	8000000	0					
MINNESOTA	SOYBEANS	7450000	7380000	50 BU / ACRE	369,000,000 BU	11 $ / BU	3,986,787,000	
MINNESOTA	HAY & HAYLAGE	0	1505000	3.05 TONS / ACRE, DRY BASIS	4,588,000 TONS, DRY BASIS		552,295,000	
MINNESOTA	HAY & HAYLAGE, ALFALFA	170000	980000	3.68 TONS / ACRE, DRY BASIS	3,607,000 TONS, DRY BASIS		468,910,000	
MINNESOTA	HAY & HAYLAGE, (EXCL ALFALFA)	0	525000	1.87 TONS / ACRE, DRY BASIS	981,000 TONS, DRY BASIS		83,385,000	
MINNESOTA	HAY	0	1230000	2.88 TONS / ACRE	3,546,000 TONS	121 $ / TON	421,290,000	
MINNESOTA	HAY, ALFALFA	0	740000	3.6 TONS / ACRE	2,664,000 TONS	134 $ / TON	346,320,000	
MINNESOTA	HAY, (EXCL ALFALFA)	0	490000	1.8 TONS / ACRE	882,000 TONS	85 $ / TON	74,970,000	
MINNESOTA	WHEAT, SPRING, (EXCL DURUM)	1430000	1360000	53 BU / ACRE	72,080,000 BU	5.2 $ / BU	360,400,000	
MINNESOTA	WHEAT	1430000	1360000	53 BU / ACRE	72,080,000 BU	5.2 $ / BU	360,400,000	
MINNESOTA	POTATOES	42000	41200	435 CWT / ACRE	17,922,000 CWT	10.9 $ / CWT	195,350,000	
MINNESOTA	SWEET CORN	104000	96200	160 CWT / ACRE	15,392,000 CWT	4.09 $ / CWT	62,820,000	
MINNESOTA	SWEET CORN, PROCESSING	0	0			66.2 $ / TON	49,521,000	
MINNESOTA	SWEET CORN, FRESH MARKET	0	0			32 $ / CWT	13,299,000	
MINNESOTA	SWEET CORN, UTILIZED	0	0		15,376,600 CWT			
MINNESOTA	SUNFLOWER	73500	72000	1,912 LB / ACRE	137,640,000 LB	22.3 $ / CWT	29,468,000	
MINNESOTA	OATS	255000	160000	66 BU / ACRE	10,560,000 BU	2.56 $ / BU	26,400,000	
MINNESOTA	PEAS, GREEN	53000	51600	30 CWT / ACRE	1,548,000 CWT	15 $ / CWT	23,166,000	
MINNESOTA	PEAS, GREEN, UTILIZED	0	0		1,546,500 CWT			
MINNESOTA	PEAS, GREEN, PROCESSING	0	0			(D) $ / TON	(D)	
MINNESOTA	PEAS, GREEN, FRESH MARKET	0	0			(D) $ / CWT	(D)	
MINNESOTA	CANOLA	50000	48000	1,570 LB / ACRE	75,360,000 LB	18.8 $ / CWT	13,414,000	
MINNESOTA	BARLEY	70000	50000	47 BU / ACRE	2,350,000 BU	4.34 $ / BU	10,223,000	
MINNESOTA	BEANS, SNAP	4000	3900	95 CWT / ACRE	370,500 CWT	9.92 $ / CWT	3,672,000	
MINNESOTA	BEANS, SNAP, FRESH MARKET	0	0			75.6 $ / CWT	2,298,000	
MINNESOTA	BEANS, SNAP, PROCESSING	0	0			80.9 $ / TON	1,374,000	
MINNESOTA	BEANS, SNAP, UTILIZED	0	0		370,100 CWT			
MINNESOTA	RYE	45000	15000	38 BU / ACRE	570,000 BU	4.2 $ / BU	2,309,000	
MINNESOTA	HAYLAGE, ALFALFA	0	265000	7.2 TONS / ACRE	1,908,000 TONS			
MINNESOTA	HAYLAGE, (EXCL ALFALFA)	0	50000	4 TONS / ACRE	200,000 TONS			
MINNESOTA	HAYLAGE	0	315000	6.69 TONS / ACRE	2,108,000 TONS			
MINNESOTA	SUGARBEETS	432000	427000	26.1 TONS / ACRE	11,145,000 TONS			
MISSISSIPPI	SOYBEANS	2090000	2060000	54 BU / ACRE	111,240,000 BU	10.2 $ / BU	1,190,268,000	
MISSISSIPPI	COTTON, UPLAND	530000	525000	1,079 LB / ACRE	1,180,000 480 LB BALES	0.697 $ / LB	356,544,000	
MISSISSIPPI	COTTON, COTTONSEED	0	0		373,000 TONS	219 $ / TON	82,125,000	
MISSISSIPPI	COTTON, PIMA	0	0			(NA) $ / LB		
MISSISSIPPI	COTTON	530000	525000	1,079 LB / ACRE	1,180,000 480 LB BALES			
MISSISSIPPI	CORN, GRAIN	0	490000	180 BU / ACRE	88,200,000 BU	4.03 $ / BU	326,340,000	
